,0
105,"作业和生命谁重要？批评孩子您悠着点！#健康# #医疗# #儿童# @新浪育儿

9岁的孩子因为作业没完成，母子两人发生争执；孩子将农药一饮而尽，紧急送往医院抢救！孩子正处于叛逆期，教育孩子您悠着点！！

近日，9岁的乐乐（化名）因为贪玩没有按时完成布置的作业，下午被下班回家的妈妈逮个正着，妈妈狠狠的训斥了乐乐，这激起了乐乐的叛逆情绪，母子两人发生了争吵，随后乐乐趁妈妈不注意，把装在饮料瓶中的农药都喝了，妈妈发现时，乐乐已出现昏迷、抽搐等症状，紧急送往我院重症医学二科，明确诊断为阿维菌素中毒，立即进行抢救治疗，12小时后，乐乐情况逐渐好转。

阿维菌素是一种被广泛使用的农用或兽用杀菌、杀虫、杀螨剂。阿维菌素中毒的严重程度和服用剂量相关，它主要损害中枢系统，往往中毒严重的病人因为频繁抽搐、呼吸衰竭、休克而导致死亡，中毒后的预后情况和服用剂量及治疗是否及时相关。

叛逆期是指孩子正处于心理的过渡期，其独立意识和自我意识日益增强，迫切希望摆脱成人（尤其是父母）的监护。正是由于他们感到或担心外界忽视了自己的独立存在，叛逆心理才因此产生，从而用各种手段、方法来确立“自我”与外界的平等地位。叛逆心理虽然说不上是一种非健康的心理，但是当它反应强烈时却是一种反常的心理。尤其是疫情期间，患儿长期待在家中，活动空间受限，与其他小朋友接触减少，时间久了，难免有烦躁、紧张、焦虑、过度担忧的情绪波动。很容易因为一件小事激起、甚至加重孩子的叛逆情绪，若未能及时发现，与孩子进行沟通，就可能引发类似服用农药、离家出走等事件发生，造成严重后果。

河北省儿童医院重症二科黄波主任提醒广大家长，发现患儿情绪不稳定，要及早沟通与疏导，把孩子的不良念头扼杀在萌芽状态，避免发生不可挽回的后果。同时，家长不要把农药、毒药等危险品装到饮料瓶中，也不要放置到孩子能够拿得到的地方，一旦发现孩子服用毒药或其他药物，应立即带上可疑毒物、药物的包装就近就医。对于医务工作者，应尽早明确患儿中毒的种类及剂量，根据具体情况及早给予针对性治疗措施，以尽快清除毒物，减少后遗症的发生。 收起全文d"
106,"#投资##保险##健康##养老##医疗#
👍🏻厉害了，我的泰康，又获奖👍🏻
中国银行保险报主办的中国保险服务创新峰会，荣获多个两项，这是行业对泰康的服务和效率的认可"
107,
108,"前几天我介绍了好重疾险的几大标准，其中一个就是“好服务”，这也是考验保险公司功力的一个重要维度。

还是以工银安盛重疾险为例，它强大之处体现在能为客户提供就医咨询、专家门诊预约、全程陪诊、住院手术安排、第二诊疗意见等，打通了诊前、诊中和诊后全流程，每项服务每年至少能享受一次，极大的节省了时间和精力。

其实，对用户来说，重疾的理赔只是迈出了第一步，后续能得到最好的治疗，是更需要我们去关注的地方。

#健康##医学##医疗##医学科普##涨姿势##涨知识##看病难看病贵看病累# 收起全文d"
109,自己交200多，国家给补贴500多！国家给的福利你享受到了吗？#医疗##社保#@微博视频 L照理说事的微博视频
110,
111,"#魏文育新# 【魏言微语:温暖】
人与人之间，可以近也可以远；情与情之间，可以浓也可以淡:；事与事之间，可以繁也可以简。生活中的我们都有缺点，所以彼此包容一点；每个人都有优点，所以彼此欣赏一点；大家都有个性，所以彼此谦让一点；你我都有差异，所以彼此接纳一点；咱们都有伤心的时候，所以互相安慰一点；我们都会有快乐的时候，所以互相分享一下。
#新时代##医疗# @医领会 @微观医疗 收起全文d"
112,前两天到急诊外科支援时录制的，这还是8点多人少的时候，等上午10点以后人就多了#医疗# #医院# L北大人民医院泌尿男科张晓威的微博视频
113,
114,"👀希地公司被授予的奖项了解🇨🇳工程质量“最高”荣誉奖。中国建设工程鲁班奖，是一项由🇨🇳住房和城乡建设部指导、🇨🇳建筑业协会实施评选的奖项。

ps：疫情反复期继续各负其责，为民护航。👩‍⚕️👨‍⚕️专业守护前线，医💊（PBM）系统智能贯穿，医养工程基建稳托盘。#建筑##医疗# 收起全文d"
115,
116,"【片头】【纪录片.NHK.医疗前沿.通往医疗安全之路.Medical.Frontiers.2019】医疗机构发生的异常事例有时会将病患的性命置于危险之中。位于日本中部的名古屋大学医学部附属医院采用了一套系统，以保障医疗安全。医院的每位工作人员，从医疗专业人员到行政人员，都可以报告失误。一周有250起异常事例，每一例都会接受仔细检查，以确定起因，并向病患分享相关信息。这一做法完善了手术、改善了医疗设备。这一基于“持续改善”的系统是日本丰田汽车的核心理念。
A站中文版.片头已发
此系列不再发布完整版视频
#日本# 日本 #医疗# L猛犸君侯的微博视频 收起全文d"
117,#医疗#医疗器械是怎么做到无菌的？正在揭秘！带你了解这些事 L医院那些点事的微博视频
118,
119,【桥水创始人：我看着中国崛起 #中国人均收入35年增加22倍#】是不是外国人放屁都香？八四年工人工资大约40元左右，现在住的小区保安工资2000元。物价、房价大家都知道就不想说了。不干活的啃一代啃二代，#啃老族# 有多少调查过吗？#教育##房产##医疗#推向市场，生个大病一辈子完了。比35年前生活是好了，但不要看平均值。 L云海山人_的微博视频 收起全文d
120,"有些人的固执是写进骨子里的
有些人的胆怯是表达在嘴巴上#股市##科创版##医疗##流感#"
121,
122,"👨🏻‍⚕️虽然脂肪肝的名称中有「脂肪」2个字，但其实脂肪肝不是油或脂肪吃太多才会有，三酸甘油脂更容易囤积在内脏，尤其是负责身体代谢的肝脏位置，形成脂肪肝；而身体储存的皮下脂肪是附着在肌肉上的，如果没有肌肉，脂肪就会转堆积在内脏，造成脂肪肝‼️ #医疗 #台湾
👉O亚洲人逐渐步入欧美人的后尘：脂肪肝成为肝硬化及肝癌的原因 收起全文d"
123,
124,"#我和中央空调的那些事# #LG中央空调##医疗# #振德# #最适合夏天用的壁纸# #夏天里最幸福的瞬间# 【医疗领域再下一城，LG斩获行业龙头振德医疗许振项目】近日，LG中央空调以8台大冷量蒸汽型溴化锂机组，主机总冷负荷2029万大卡，成功斩获医疗行业龙头振德医疗许振项目，成熟的余热利用方案助推其在医疗领域再下一城。
振德医疗用品股份有限公司成立于1994年，中国A股上市公司（“振德医疗”，股票代码：603301.SH），是中国领先的医疗护理与防护用品供应商。作为一家从事医用敷料、手术感控产品、传统伤口护理、运动护具，集研发、生产、销售为一体的股份制企业，振德医疗在浙江、河南、安徽、新疆拥有4大生产基地，并设有覆盖国内31个省区市的销售网络。
据了解，振德医疗许振项目的制冷需求量极大，并且对温度、能耗的要求也都极为严苛。基于这样的实际情况，LG销售负责人依托集团优势，经过多次的研究论证跟实地考察，结合能源现状，利用项目地附近振德热电厂产生的废弃蒸汽，为该项目推荐蒸汽型溴化锂机组，充分利用废热为项目免费制冷。O网页链接
@LG空调企业微博 收起全文d"
125,#医疗##新冠#治疗一个新冠重症患者到底要花多少钱？不得不感叹，国家是真的很好 L医院那些点事的微博视频
126,
127,"【Equipos médicos chinos en África | 中国医疗队在非洲】#医疗# #中国# #非洲#
46 equipos médicos chinos en África guardan el compromiso de ayudar a sus colegas locales y garantizar la seguridad de la población en medio del brote de COVID-19.
①: Médicos chinos y locales participan en una videoconferencia en Angola. (Foto cortesía del equipo médico chino en Angola)
②: El estomatólogo del equipo médico chino en Burundi revisa a un paciente local. (Foto cortesía del equipo médico chino para Burundi)
③: Un médico del equipo chino en Marruecos realiza una cirugía en un paciente local. (Foto cortesía del equipo médico chino en Marruecos)
④: El equipo médico chino en Sudán capacita al personal local. (Foto cortesía del equipo médico chino en Sudán) 收起全文d"
128,
129,#医疗##拒绝过度医疗##中国立法防医闹# 这位女士说因为自己头晕，去医院做了各种检查，花了8000多块钱，人折腾个半死也没查出原因，还要继续查，简直受不了啦！无奈又换了一家医院，结果这家医院的医生给他开了两盒30块钱一盒营养神经的谷维素，没吃完病就好了。现在的医院经常人都是满满的，医生每年手底还要经过很多很多病人，难道一点经验都没有吗？还是为了拉动医院创收拿提成不能让医院的机器停下来，故而为之？ L国事家事天下事的微博视频 收起全文d
130,"不小心撞到人
医疗费该谁垫付？
#交通事故##保险知识##医疗#"
131,避免不了接触猫猫狗狗都朋友看一下哦#医疗##健康科普##健康##科普# 2东莞 L用户7353039976的微博视频
132,#医疗##民生# #港城资讯# 【防城港市第一人民医院“三甲医院”揭牌】
133,#港城资讯# 【防城港市第一人民医院“三甲医院”揭牌】6月10日上午，防城港市第一人民医院举行三级甲等综合医院揭牌仪式，标志着我市医疗卫生事业迈上了一个新台阶，为进一步加快推进全市卫生健康事业高质量发展，全面建成小康社会打下更加坚实的健康基础。
134,
135,#财经# #医疗# 医疗医药占据创业板指市值权重前15位的半壁江山，这也是创业板周三继续反弹的重要原因之一。龙虎榜上看，大资金周三买入超一亿蓝帆医疗，其午盘封板带动了其他疫病防治板块标的走好。同时如昨晚会员日报中所说很多医药医疗股近期都创下了历史新高或者波段新高，新一轮的趋势或将形成，或对同板块下的其他绩优股存在带动作用。个股方面可以选择业绩确定性较强的标的。您有更多的问题，可点击下方链接咨询。O网页链接 收起全文d
