attitude,hospital,comment
5,复旦大学附属中山医院,邵医生问诊耐心亲切，答疑自信专业，给邵医生点赞。
5,复旦大学附属中山医院,时间短
5,复旦大学附属中山医院,非常满意
5,复旦大学附属中山医院,医生非常亲切 态度平易近人 医术高超 我们带妈妈来看病 感觉收获非常大！希望以后还来复诊！
2,复旦大学附属中山医院,没什么用，看了之后好像更严重了
5,复旦大学附属中山医院,洪医生看片非常仔细，疾病讲解非常耐心。经验丰富，非常感谢！
5,复旦大学附属中山医院,我父亲张新官在年前感冒发烧后没及时治疗，年后一直咳血，看了好几家医院没看好，有的甚至认为是癌症，后来也是有缘，朋友介绍了来金医生这里看了，住院14天，出院时还有点担心，3个月后回去复查一下，金医生确定已基本恢复，周转几个月，总算是 心定了， [详细]
5,复旦大学附属中山医院,张新专家不愧是大伽，医疗水平高，人也很谦虚。可以讲德医双馨！
4,复旦大学附属中山医院,认真负责，就是没有想要的期望值
5,复旦大学附属中山医院,"张医生是个很有耐心的一位好医生,我带我妈去的，排队前几个进去基本上看诊半小时，我们可能病情轻，10分钟出来了。但是还是觉得的张医生很好，也觉得大医生工作好忙，连吃午饭的时间都没有一直看诊。"
5,复旦大学附属中山医院,朱医生医术精湛、医德高尚。医生开了药方，建议我们到本地购药，我们担心本地药效果，否则只需挂号和拍片的费用
5,复旦大学附属中山医院,李医生不仅帮我治疗哮喘，还给我的慢性鼻窦炎同时用药，这正是我所希望的联合治疗，连续3个月下来明显好转，衷心感谢李医生！！每天从早到晚那么多病人李医生真是辛苦啦，医者仁心！！
5,复旦大学附属中山医院,李博土真的是个好医生！
2,复旦大学附属中山医院,之前拍的片子不看的
5,复旦大学附属中山医院,好多了，吃了两天的药就不喘了，以前运动一下气就上不来，吃了两天的药运动也不喘了，多谢金医生的仔细诊断，金医生和别的医生不一样，很细心的了解病情，在下药，时间也看的比较久，谢谢对病人负责的金美玲医生。
5,复旦大学附属中山医院,顾到病人的情况
5,复旦大学附属中山医院,医生看片很仔细，将历史片子都进行对比分析，建议定期检查
5,复旦大学附属中山医院,很好
1,复旦大学附属中山医院,没实质性的东西
5,复旦大学附属中山医院,洪主任条理清晰、分析清楚明确，值得信任。交代后面的治疗方案，让患者照着可能的方向去检查、复查。医疗水平和品德双馨、以后还会找洪主任复诊。谢谢啦
5,复旦大学附属中山医院,医生很有经验的，开了药，咳嗽一吃就好了。
5,复旦大学附属中山医院,态度不错
1,复旦大学附属中山医院,很一般，与我们金山医院的医生差不多，徒有虚名！300元挂号费真是不值！
5,复旦大学附属中山医院,张医生看的非常细，态度和蔼可亲。
5,复旦大学附属中山医院,李医生业务精湛，经验丰富
5,复旦大学附属中山医院,朱教授认真负责，细心，是位医德高尚的好医生。
5,复旦大学附属中山医院,不错
2,复旦大学附属中山医院,300元挂号费三分钟完事。
5,复旦大学附属中山医院,医术高的人，不发火慢慢告诉病情，不高的医生你问他，他就发火，朱医生就是医术高的人，很好一个医生。
4,复旦大学附属中山医院,邵医生，你给我开的药已吃完，咳嗽还会，请问是否要继续用药还是三个月复查后再用药！请告知！
5,复旦大学附属中山医院,看以前的CT片及各种报告，芫湖医院诊断为肺癌，经邵主任看后确诊为肺炎，真是名医，医术高超，一扫我心头的重石，让我燃起新的希望。
5,复旦大学附属中山医院,看了好几个上海的医生，洪主任是我见过的特别耐心的，愿意和病人多交流，对我的问题都愿意解释，写药的方案的时候，我以为会像其他医生就快速说一遍，结果没等我问，洪主任主动说了第二遍！确定我听清楚如何吃药！真的很感动，两个月后复查，还来挂洪主任号。
4,复旦大学附属中山医院,医生肯定是有水平的 人少的时候态度一定更耐心些
5,复旦大学附属中山医院,名副其实的医生
5,复旦大学附属中山医院,非常有经验的医生
5,复旦大学附属中山医院,出诊，等待检查报告出来
5,复旦大学附属中山医院,非常好！滿分！
1,复旦大学附属中山医院,看的过程很快，然后就跟说我是变异性哮喘，配了个哮喘药，让我继续吃阿斯美，就回来了
1,复旦大学附属中山医院,请认真看完！真的不知道这个医生怎么评上主任医生的，挂号费贵的吓人，而且来挂一次只给你做一个检查，你检查不会一次性全部做完吗？就是赚挂号费咯？候诊的所有病人都在提这个问题，他们跑了无数次，还是老人家大老远过来，一次300挂号费，至今没确诊！无 [详细]
4,复旦大学附属中山医院,排队三小时看病两分钟、医术水平可以但是态度一般、听我说三句话然后他就下定判断了听他说了
5,复旦大学附属中山医院,每次都要排队3个小时左右、没办法医生名气太大全国各地的病人都有、第二次比第一次态度好很多起码听多说一会了、医生很专业
5,复旦大学附属中山医院,洪主任看片仔细专业，给出的诊疗建议可行，着实让人放心！
5,复旦大学附属中山医院,李医生对病人的病情了解很仔细！实事求是的让病人知道自己的病情！态度和蔼可亲！
5,复旦大学附属中山医院,洪主任很好，根据检验结果一步一步进行
5,复旦大学附属中山医院,人很热情，说话不急不躁。医术水平相当高，地方三乙医院不能确诊，把亲戚吓得不轻，以为的了绝症，李医生给配了点药，说没事的，不要抽烟，二手烟也不让抽，就让回来了，恢复的不错
5,复旦大学附属中山医院,李老师是业界专家 医德高尚 妙手回春
5,复旦大学附属中山医院,顾教授人很随和，态度非常好！看病速度也快！
5,复旦大学附属中山医院,朱教授友善，对患者病情询问的也很仔细，一直安慰患者放宽心，安心治疗
2,复旦大学附属中山医院,缺乏医德，300的挂号费就讲了3分钟，便打发去做检查，让检查完再去，我们离开之前再三确认下午您还在的，回答是的是的是的，然而事实上下午根本不门诊，回去就找不到人。
5,复旦大学附属中山医院,医生经验丰富
4,复旦大学附属中山医院,顾医生你的预约号怎么没有开通，我该一个月复查了，约不了号现怎么办。四月份在你诊疗的，现有些好转，表示谢谢！五颗星！滿分！
5,复旦大学附属中山医院,朱蕾医生人很好，看的恰到好处，而且很专业
5,复旦大学附属中山医院,医生非常有经验，态度很好。之前是一对外地来沪看病母子，文化程度可能不高，描述自己病情言语逻辑混乱重复还总是打断医生的话。医生耐心的说了1-2-3，无奈病人忌家属仍然抓不到要领，医生只能再写在纸上交代。非常负责。不禁很感慨，医生真的真的非常不 [详细]
5,复旦大学附属中山医院,别的高级专家都无法确诊.还是朱主任确诊病情.医德高尚.十分热情.
5,复旦大学附属中山医院,感谢邵主任！医术高明！医德高尚！
5,复旦大学附属中山医院,李医生经验丰富，简单明了，分析透彻
5,复旦大学附属中山医院,专业、耐心、和蔼！
5,复旦大学附属中山医院,先天性肺大泡
5,复旦大学附属中山医院,和蔼、亲切的问诊
5,复旦大学附属中山医院,2016年就预约看过邵医生的专家门诊，邵医生火眼金睛，经验丰富。这次吃了邵医生开的药以后，效果明显，要继续治疗。
5,复旦大学附属中山医院,中国的好医生，态度，责任，业务都太好了
5,复旦大学附属中山医院,邵医生态度很好，很热情，很仔细耐心
5,复旦大学附属中山医院,医生很不错，非常负责，赞一个
5,复旦大学附属中山医院,感谢邵医生，态度很好，经验丰富！老爸多项血检都正常的，家人悬着的心，缓和了很多。接下来是吃药和定期复查，期待爸爸早日康复。
5,复旦大学附属中山医院,李医生比较亲和，尽管已经是晚上五六点钟，但还是比较耐心地给予解释和回答病人的问题。总体满意！
5,复旦大学附属中山医院,非常有经验，热情坚定自信的回复病人的问题让病人很有放心。
1,复旦大学附属中山医院,挂号300，一天要看120个病人，每人平均不到3分钟。候诊1个半小时，只看了6个人，我前面还排了40个。所谓预约时间段完全没用，医院不管，医生也不管。
